<<<<<<< HEAD
"country","iso3c","year","crecimiento_pbi","pbi_p_c","apertura","formacion_bruta_capital","consumo_gobierno","inflacion","poblacion","region","income","deficit_millones","deficit_pbi","deuda_millones","deuda_pbi","deuda_per_capita"
"Argentina","ARG",2020,-9.9004848136464,11393.0505957877,30.203698807416,14.282505371897,16.8730073837365,40.0830878011993,0.484665636741261,"Latin America & Caribbean","Upper middle income","-33.414",-8.67,"399.917",103.82,8.849
"Argentina","ARG",2023,-1.61100162090189,12933.2497342121,26.6405121334437,18.5700907686492,16.3874689950096,135.368876310592,0.286976121920089,"Latin America & Caribbean","Upper middle income","-34.583",-5.33,"1.003.196",154.6,22.03
"Armenia","ARM",2017,7.50000000164144,3815.3747426037,87.202376539837,17.6483759985837,12.3185519874739,2.15064189848613,-0.432038450211669,"Europe & Central Asia","Upper middle income","-552",-4.79,"6.696",58.09,2.253
"Armenia","ARM",2020,-7.19999999920631,4032.09043454955,69.4888075396076,17.7739212520107,14.9686182373692,1.80659270159933,-0.0337609726366775,"Europe & Central Asia","Upper middle income","-683",-5.4,"8.504",67.27,2.87
"Armenia","ARM",2023,8.29999999959539,5197.23509013575,119.714642963872,20.8720646766827,14.146579323878,2.67300354889213,-0.165163937436499,"Europe & Central Asia","Upper middle income","-488",-2.02,"12.202",50.45,4.079
"Australia","AUS",2017,2.27959179820343,57750.6482221688,42.2037316765804,24.0704233766012,19.9482833661896,3.65318441813451,1.64682779735017,"East Asia & Pacific","High income","-23.728",-1.72,"568.954",41.2,22.98
"Australia","AUS",2020,-0.119590735829973,58132.798523626,44.6644560654359,22.8121532268605,21.8946914788236,1.88550119010648,1.23342825131378,"East Asia & Pacific","High income","-118.961",-8.73,"777.772",57.08,30.345
"Australia","AUS",2023,3.44199220009025,61598.1776089916,49.2251840594381,23.293397151251,21.3138550807727,6.51199894950456,2.42431553908742,"East Asia & Pacific","High income","-22.086",-1.27,"863.870",49.58,32.05
"Austria","AUT",2017,2.27224992038207,45056.6385912412,105.556066755438,23.8459451205616,19.598940636538,0.975317906732371,0.694621103604983,"Europe & Central Asia","High income","-3.217",-0.8,"327.913",79.1,37.169
"Austria","AUT",2020,-6.31825509209936,43428.6983137234,99.9482141095975,25.134256704245,21.1529340170726,2.59313253599376,0.415176731565556,"Europe & Central Asia","High income","-35.611",-8.2,"361.056",83.2,40.42
"Austria","AUT",2023,-0.954962529389121,46338.9570588922,116.813919411879,24.9012402549934,20.4654125213615,6.64765359130317,0.989464653969154,"Europe & Central Asia","High income","-13.409",-2.6,"401.829",77.8,43.874
"Azerbaijan","AZE",2017,0.153614646686151,5229.25259747579,90.4023156823216,23.8172078171339,11.3414124411056,16.226204566647,0.98126180450475,"Europe & Central Asia","Upper middle income","-555",-1.34,"9.313",22.51,941
"Azerbaijan","AZE",2020,-4.19896079231232,5087.50022691293,72.0178676487811,22.6664792823179,16.2189420775689,-7.49363332447324,0.684365325388407,"Europe & Central Asia","Upper middle income","-2.749",-6.44,"9.105",21.33,900
"Azerbaijan","AZE",2023,1.35447731755447,5668.61020477202,83.5358861156321,17.4006159423821,13.81500937233,-9.32261489254115,0.120242150339289,"Europe & Central Asia","Upper middle income","5.737",7.92,"15.794",21.81,1.551
"Bahamas, The","BHS",2017,3.37123648611268,30974.774621871,68.334284038596,26.4676345114044,11.7105464011119,1.3472919743662,0.624247409539043,"Latin America & Caribbean","High income",NA,NA,NA,NA,NA
"Bahamas, The","BHS",2020,-20.0895554324841,24791.6538067733,53.4207580670063,21.9999614018836,21.7683727034121,-2.32343515150937,0.300555038290333,"Latin America & Caribbean","High income",NA,NA,NA,NA,NA
"Bahamas, The","BHS",2023,3.0487749628502,33009.8743188408,76.5494751592857,21.7741777058928,13.1128325682817,6.63956583586531,0.477303918283875,"Latin America & Caribbean","High income",NA,NA,NA,NA,NA
"Bahrain","BHR",2017,4.95383534123657,23606.8867501313,136.429239810394,28.4555243468986,15.8528821640076,4.61583421430929,5.29314527321994,"Middle East & North Africa","High income","-4.976",-13.38,"31.263",84.03,20.828
"Bahrain","BHR",2020,-5.9113629524152,23586.9309581516,135.460985012931,29.0855253637305,16.5555429863148,-5.8288484641256,-0.781611308056263,"Middle East & North Africa","High income","-6.202",-17.31,"45.048",125.7,30.603
"Bahrain","BHR",2023,3.87811614845566,25342.6226641572,157.447854682297,27.5133591159521,14.6137011761089,-4.28437217979031,3.37686417721007,"Middle East & North Africa","High income","-4.468",-9.68,"56.828",123.02,36.035
"Bangladesh","BGD",2017,6.59024999794057,1373.75363740186,29.9997306724343,30.9468731155675,6.02233215987973,5.04759758203714,0.850917315689336,"South Asia","Lower middle income","-12.241",-4.17,"83.150",28.31,521
"Bangladesh","BGD",2020,3.44801755122445,1604.6659234742,26.271447376215,31.3079413414304,5.97120729189186,3.84106338588026,0.836310836229073,"South Asia","Lower middle income","-18.099",-4.84,"129.031",34.51,783
"Bangladesh","BGD",2023,5.77511237007889,1885.37733613545,30.9829714104596,30.9512000834944,5.66516962733289,6.89712404003441,1.22171475464107,"South Asia","Lower middle income","-20.357",-4.51,"177.316",39.27,1.041
"Belarus","BLR",2017,2.53218350023008,5964.89668930991,133.367754723012,26.1579866134837,15.652843263526,8.62314740427041,-0.109782322950581,"Europe & Central Asia","Upper middle income","-184",-0.34,"29.091",53.16,3.065
"Belarus","BLR",2020,-0.67274295062424,6251.98898903127,118.934176146534,25.3653466986551,16.9649774780792,11.8774650823508,-0.42347525027949,"Europe & Central Asia","Upper middle income","-1.760",-2.87,"29.119",47.49,3.104
"Belarus","BLR",2023,4.12654007153881,6497.78450735958,131.584674884961,22.555363377361,17.8518963705848,8.04676215128896,-0.540824986374776,"Europe & Central Asia","Upper middle income","545",0.76,"29.237",40.72,3.186
"Belgium","BEL",2017,1.47446761556785,41619.328629169,166.904078237791,23.5041514887444,23.1178023270709,1.98316343604859,0.385228018372369,"Europe & Central Asia","High income","-3.821",-0.8,"513.178",102.6,45.021
"Belgium","BEL",2020,-4.7929839083518,40769.0218072962,156.950121282783,24.0338724949105,24.3008045914304,1.59611667576401,0.430996815099722,"Europe & Central Asia","High income","-47.817",-9,"588.787",111.4,50.956
"Belgium","BEL",2023,1.201691781997,44722.1955283977,168.961009401668,24.4465011647884,23.7766450906713,4.5081215034371,0.913715890414841,"Europe & Central Asia","High income","-26.413",-4,"665.791",102.4,56.341
"Belize","BLZ",2017,-1.81285354051658,5772.92692023491,97.6922737501655,15.3995499271941,18.8192207562988,3.03291030935591,2.30310203964335,"Latin America & Caribbean","Upper middle income","-79",-3.48,"1.770",78.12,4.771
"Belize","BLZ",2020,-13.9029100645218,5003.87784847193,81.821964412463,17.2797806985339,17.3287319186431,-0.652000223707887,1.28323598131052,"Latin America & Caribbean","Upper middle income","-175",-8.57,"2.109",103.04,5.366
"Belize","BLZ",2023,1.14901682065862,6212.26051785042,106.531755710256,20.5963936938553,15.7460162707664,6.50970161380764,2.05772774277288,"Latin America & Caribbean","Upper middle income","-74",-2.42,"2.060",67.5,5.098
"Benin","BEN",2017,5.67156195150444,1032.90471194182,61.4765969588474,23.4384503972218,10.4789842865023,-0.367897725119164,2.88117869411855,"Sub-Saharan Africa","Lower middle income","-534",-4.18,"5.028",39.38,418
"Benin","BEN",2020,3.84879240030133,1126.65404122154,44.8332333768726,25.2065173861299,11.3993621464496,2.87803228859791,2.66259875153288,"Sub-Saharan Africa","Lower middle income","-734",-4.68,"7.232",46.14,553
"Benin","BEN",2023,6.3527773854442,1263.62158336368,44.6631308180211,34.1217773085656,9.5040595229118,3.38561739537163,2.52274772277722,"Sub-Saharan Africa","Lower middle income","-813",-4.13,"10.805",54.9,766
"Bermuda","BMU",2017,3.61141983706115,107734.608357327,72.3924284503794,13.763644733725,11.6269288561301,-0.094833735989738,0.203106496014494,"North America","High income",NA,NA,NA,NA,NA
"Bermuda","BMU",2020,-6.82757303480177,98999.5076617935,69.1937002313222,12.2379040805742,12.7247812080209,-0.423017236941263,0.428052860400885,"North America","High income",NA,NA,NA,NA,NA
"Bermuda","BMU",2023,4.91721557264164,115124.71719745,73.5909186382666,11.1992411450802,11.368766611316,3.84503523133317,-0.0787967316952785,"North America","High income",NA,NA,NA,NA,NA
"Bhutan","BTN",2017,2.08684522733067,3211.80903275593,76.7884016850221,54.264203381851,18.1851042374345,4.34963395866464,0.86127488782821,"South Asia","Lower middle income","-111",-4.49,"2.562",104.08,3.403
"Bhutan","BTN",2020,-10.2183974208569,3092.12428399363,71.8303510394637,38.5705348289027,22.3153543493509,5.28737431349467,0.675256502719854,"South Asia","Lower middle income","-47",-1.81,"2.972",114.94,3.86
"Bhutan","BTN",2023,4.88259396253632,3488.84449072501,81.564529851324,44.5127343141777,20.2925802198689,4.37406197211145,0.698146584889649,"South Asia","Lower middle income","-137",-4.7,"3.374",115.44,4.299
"Bolivia","BOL",2017,4.19520633360395,3160.16421228968,56.7046527566598,21.2683553463249,17.0216400266816,6.06139996218435,1.46124572329841,"Latin America & Caribbean","Lower middle income","-2.968",-7.86,"19.367",51.26,1.737
"Bolivia","BOL",2020,-8.7378843576993,2949.81955038243,45.5032626166675,15.5721386707426,19.7386344530618,-1.8543866829455,1.23396442673807,"Latin America & Caribbean","Lower middle income","-4.694",-12.72,"28.769",77.97,2.474
"Bolivia","BOL",2023,3.08196521047731,3226.08756009169,56.4582389783573,17.4650893677264,19.2863642827457,-0.505250417036535,1.37334382280772,"Latin America & Caribbean","Lower middle income","-4.976",-10.95,"41.271",90.78,3.402
"Bosnia and Herzegovina","BIH",2017,3.24410095889466,5099.81613758953,96.6458791411189,21.6524032671789,20.1653336206043,1.77870702677497,-1.28437067954589,"Europe & Central Asia","Upper middle income","329",1.79,"7.091",38.62,2.026
"Bosnia and Herzegovina","BIH",2020,-3.01509514759861,5490.75367062899,82.1112652572898,22.1116678201234,20.7503460226245,0.0621425496305932,-1.39008469041609,"Europe & Central Asia","Upper middle income","-912",-4.5,"7.548",37.25,2.165
"Bosnia and Herzegovina","BIH",2023,1.99439520319464,6493.22233959649,99.6174933893972,23.0739959426831,19.1261838923948,7.29122677163825,-0.617510129445164,"Europe & Central Asia","Upper middle income","-461",-1.67,"8.001",28.98,2.342
"Botswana","BWA",2017,4.11437856026637,6662.5764477869,81.9239513763494,24.1791764530728,28.8780859521463,-2.64993320543444,1.42047647332447,"Sub-Saharan Africa","Upper middle income","-186",-1.14,"3.189",19.59,1.327
"Botswana","BWA",2020,-8.72888241149465,6254.24806377545,77.6634178431966,27.6308199386437,36.1431463714153,4.37886680593209,1.4394103578493,"Sub-Saharan Africa","Upper middle income","-1.710",-10.87,"3.699",23.51,1.453
"Botswana","BWA",2023,3.20806812224438,7269.05170664457,68.8033578360816,25.6373629510322,29.2900715297286,1.73900386471155,1.64031664035479,"Sub-Saharan Africa","Upper middle income","-812",-4.19,"4.363",22.51,1.759
"Brazil","BRA",2017,1.32286905404399,8628.25308908043,24.3197343743057,14.5589865169328,20.1619046963757,3.67138450274919,0.72824666001736,"Latin America & Caribbean","Upper middle income","-164.456",-7.97,"1.707.458",82.75,8.32
"Brazil","BRA",2020,-3.2767587964736,8435.01143254978,32.3020785437939,16.5610215626482,20.135153015057,6.47249962315726,0.579350709708032,"Latin America & Caribbean","Upper middle income","-171.771",-11.64,"1.417.149",96.01,6.775
"Brazil","BRA",2023,3.24165532906981,9288.02701470069,33.6662298301438,16.410975108624,19.042610794419,5.15950107377019,0.395928695574996,"Latin America & Caribbean","Upper middle income","-168.990",-7.71,"1.840.567",84,8.694
"Brunei Darussalam","BRN",2017,1.32872651318183,29524.65904505,85.1768604153529,34.5875676892071,26.4772470124902,4.95526868232284,1.2107045656128,"East Asia & Pacific","High income",NA,NA,NA,NA,NA
"Brunei Darussalam","BRN",2020,1.13357340605403,30015.9587299585,110.291003563963,40.3776287189775,25.4309862323916,-10.8637594994,1.06148281648515,"East Asia & Pacific","High income",NA,NA,NA,NA,NA
"Brunei Darussalam","BRN",2023,1.12764419161606,28645.9644636922,136.863434300818,29.425401326412,22.8682450080067,-12.8472514374463,0.782881746925984,"East Asia & Pacific","High income",NA,NA,NA,NA,NA
"Bulgaria","BGR",2017,2.74592644707793,7898.70694583532,129.634429048004,18.3038127443279,15.5845769435159,4.81312131224342,-1.32391481752631,"Europe & Central Asia","High income","488",1.6,"13.588",25.1,2.011
"Bulgaria","BGR",2020,-3.21573743445016,8450.60388758371,110.324081132354,18.9787911416429,19.3076450675755,4.34103862385629,-1.00293821352921,"Europe & Central Asia","High income","-2.061",-3.8,"16.050",24.5,2.457
"Bulgaria","BGR",2023,1.88681483907177,9810.66890602451,119.668120344213,18.6923078106621,18.4205974000082,7.98419924336682,-0.286577641861364,"Europe & Central Asia","High income","-3.107",-2,"23.443",22.9,3.637
"Burkina Faso","BFA",2017,6.20348941121868,669.276310328333,59.2687802020168,20.8835008952792,17.7393231525305,1.41629727998107,2.85291595529266,"Sub-Saharan Africa","Low income","-975",-6.92,"4.776",33.89,240
"Burkina Faso","BFA",2020,2.01077262406221,713.8421779224,60.7397786403239,17.7568948377207,19.7841401519952,6.46559578788029,2.43522959287393,"Sub-Saharan Africa","Low income","-920",-5.16,"7.784",43.64,362
"Burkina Faso","BFA",2023,2.96018147384929,744.165760639938,64.8223211154384,17.1786329056318,19.9750711747148,1.99804752407688,2.26973666268599,"Sub-Saharan Africa","Low income","-1.390",-6.91,"11.429",56.82,496
"Burundi","BDI",2017,0.500001262429279,269.47688960656,22.2402931011977,8.98405452767404,25.086288811734,11.4491826066034,2.35048627086438,"Sub-Saharan Africa","Low income","-159",-5.01,"1.488",46.9,129
"Burundi","BDI",2020,0.327156892638385,255.078218433565,26.773329999595,11.4459700001998,31.344300000757,5.9665023314011,2.9086530249822,"Sub-Saharan Africa","Low income","-203",-6.58,"2.036",65.9,161
"Burundi","BDI",2023,2.66553960418187,253.44565118586,29.7369723066251,13.0504473857888,30.6534629756413,10.8749340609701,2.72764441044431,"Sub-Saharan Africa","Low income","-330",-7.7,"2.491",58.06,182
"Cambodia","KHM",2017,8.07503915535979,1753.93530504662,121.155451298689,29.7794487571952,5.24450335654665,2.07650709154852,1.38176596089867,"East Asia & Pacific","Lower middle income","-224",-0.76,"6.655",22.64,427
"Cambodia","KHM",2020,-3.55572193406549,1908.63427518336,122.105396346568,30.6318860127836,5.42216584441989,-0.824281402832511,1.47062988552696,"East Asia & Pacific","Lower middle income","-882",-2.53,"8.804",25.23,539
"Cambodia","KHM",2023,5.00733043812642,2085.05748462072,134.206842395931,32.6793804081383,6.07786090254716,1.01760752523781,1.28320677599476,"East Asia & Pacific","Lower middle income","-1.199",-2.83,"11.143",26.28,655
"Cameroon","CMR",2017,3.54117654926007,1444.90682916573,39.1990216052629,19.2961406888504,11.6804244481323,1.02514116066253,2.83499798189177,"Sub-Saharan Africa","Lower middle income","-1.705",-4.73,"13.185",36.54,546
"Cameroon","CMR",2020,0.259932915907115,1434.51913723409,33.7388313623871,18.1922991522213,12.2819316968054,0.705572037621721,2.7244863481235,"Sub-Saharan Africa","Lower middle income","-1.303",-3.19,"18.330",44.86,699
"Cameroon","CMR",2023,3.24834497823876,1466.76885819356,37.2177281759971,19.1282442441639,10.5843152211004,4.65972285962381,2.64245336134821,"Sub-Saharan Africa","Lower middle income","-313",-0.64,"21.267",43.15,750
"Canada","CAN",2017,3.03383491200222,44339.3886689254,65.1010608504649,22.6963325471202,20.7033313853187,2.57101464490069,1.19543575451553,"North America","High income","-1.854",-0.11,"1.499.880",90.94,41.042
"Canada","CAN",2020,-5.03823343468899,42366.1285377884,61.1567709632763,23.1842365277416,22.7011077555498,1.07081026105622,1.08436897113225,"North America","High income","-181.282",-10.95,"1.954.794",118.07,51.403
"Canada","CAN",2023,1.52874550838358,45048.2842408265,66.6323313370668,22.8530818287483,20.9054437744776,1.3572659269347,2.90468017061162,"North America","High income","1.564",0.07,"2.340.920",107.71,58.451
"Central African Republic","CAF",2017,4.52727821346231,387.35795131742,57.1435457117119,24.2380273309599,14.0670343149476,6.44370628779525,1.67978155291511,"Sub-Saharan Africa","Low income","-22",-1,"1.041",47.38,219
"Central African Republic","CAF",2020,0.899999996857062,398.834274122139,49.5210200011921,18.2987700027516,9.67704000219521,1.98216055627785,1.64324789708014,"Sub-Saharan Africa","Low income","-80",-3.24,"1.061",42.77,214
"Central African Republic","CAF",2023,0.69996838992121,397.467795727686,43.480570208358,14.5948464881829,8.33527999694578,3.57480170924984,1.06107453184959,"Sub-Saharan Africa","Low income","-93",-3.44,"1.514",55.64,299
"Central Europe and the Baltics","CEB",2017,5.10700765939953,13696.4865078378,123.350955669178,20.3731955758374,17.8996917645965,2.70923995206107,-0.302888085449285,"Aggregates","Aggregates",NA,NA,NA,NA,NA
"Central Europe and the Baltics","CEB",2020,-3.31536810484134,14633.6483797066,114.570862331556,21.6776732869108,19.9097789770891,2.40777956608554,-0.63867745350422,"Aggregates","Aggregates",NA,NA,NA,NA,NA
"Central Europe and the Baltics","CEB",2023,0.763278131880284,16514.4404393888,123.60116671873,22.452446913068,18.9901286037076,9.86569270234997,0.10385936394631,"Aggregates","Aggregates",NA,NA,NA,NA,NA
"Chad","TCD",2017,-1.62799367083434,878.913785540893,43.2900613852468,15.2004119098293,9.56813070886601,2.07315319337107,3.30639583736028,"Sub-Saharan Africa","Low income","-23",-0.18,"5.194",39.18,346
"Chad","TCD",2020,-0.408894363255357,884.730874687626,40.6428170621932,18.2437176613322,9.63713677698176,-1.17768160506618,3.18197036099619,"Sub-Saharan Africa","Low income","183",1.24,"6.180",41.72,376
"Chad","TCD",2023,4.11745179201004,929.941347591119,46.9484531153786,14.8903061305335,9.0248806892315,0.0997449105456667,4.57399213394625,"Sub-Saharan Africa","Low income","-234",-1.26,"6.007",32.23,311
"Chile","CHL",2017,1.35769537343957,13473.3458532934,56.0261589675707,22.2576646322298,14.6487131962187,4.82819188620873,1.58394825779579,"Latin America & Caribbean","High income","-7.261",-2.63,"65.363",23.65,3.549
"Chile","CHL",2020,-6.14347479224092,12679.024004022,58.1828635629748,22.5660080465409,16.0263618695537,9.66572269693961,0.896491953505063,"Latin America & Caribbean","High income","-18.026",-7.1,"82.265",32.38,4.228
"Chile","CHL",2023,0.521367977246825,14280.3475638842,60.7247236874408,24.2438038833976,15.299339236854,6.58777169908957,0.53962870957127,"Latin America & Caribbean","High income","-7.632",-2.27,"132.288",39.42,6.729
"China","CHN",2017,6.8912663621211,9221.51403820573,36.9508526159275,41.4184897995936,16.501760892272,4.14602237470578,0.605245013482969,"East Asia & Pacific","Upper middle income","-417.447",-3.34,"6.739.685",53.9,4.814
"China","CHN",2020,2.34018843078414,10573.6420059282,34.0389507864018,41.8494114609444,17.6037978191606,0.53000081660457,0.238040870229883,"East Asia & Pacific","Upper middle income","-1.444.362",-9.56,"10.426.657",69.04,7.384
"China","CHN",2023,5.41484330099675,12484.1578844175,36.1051923690574,40.4544347218594,17.1891419707315,-0.50570453916356,-0.103794531589067,"East Asia & Pacific","Upper middle income","-1.225.574",-6.71,"14.984.180",82.01,10.63
"Colombia","COL",2017,1.35936086788746,6309.67745292518,35.2829149424588,21.7227919184852,14.8806426275244,5.13373589963346,1.45147726169193,"Latin America & Caribbean","Upper middle income","-7.783",-2.5,"154.225",49.45,3.252
"Colombia","COL",2020,-7.18591413760859,5891.95523215403,34.0555709680101,18.3620756136132,17.15883586003,1.48172462037553,1.43632167326968,"Latin America & Caribbean","Upper middle income","-19.262",-7.13,"176.468",65.27,3.501
"Colombia","COL",2023,0.712380031974334,6828.59753791113,40.3881324933957,16.5149107450513,14.6540810646728,6.9523623210511,1.12092864340999,"Latin America & Caribbean","Upper middle income","-10.708",-2.92,"203.133",55.46,3.89
"Comoros","COM",2017,5.59618952073011,1385.61417581045,40.164358921352,13.3232598136896,10.823776632134,-1.29036312123183,1.99257798738542,"Sub-Saharan Africa","Lower middle income","-1",-0.1,"204",18.93,268
"Comoros","COM",2020,4.00531793513311,1465.89782581729,33.7299346157491,10.9568842983038,10.5607884014024,-3.39647627676489,1.96199379762606,"Sub-Saharan Africa","Lower middle income","-6",-0.52,"296",24.32,367
"Comoros","COM",2023,3.06466236855576,1505.25419206172,45.6837789235815,11.7309861994581,9.44262274290104,5.6441347664765,1.92327433672711,"Sub-Saharan Africa","Lower middle income","-18",-1.34,"381",28.71,448
"Congo, Dem. Rep.","COD",2017,3.7269476588301,462.482920889479,74.2913796171904,24.7737377504872,5.45682325997594,43.0686597641677,3.65684620577994,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA
"Congo, Dem. Rep.","COD",2020,1.73542276681493,471.504423341186,58.4917573282023,24.2766606919973,7.57563823668699,3.90154957064527,3.22098049233111,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA
"Congo, Dem. Rep.","COD",2023,8.60908972348436,537.507995280245,90.412415871159,31.5491504119488,7.85955753243693,14.183736519641,3.25963514299902,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA
"Congo, Rep.","COG",2017,-5.59477371915547,2003.27121075187,94.6170952583422,36.6644580240522,18.0865862122574,12.3656768528042,2.43024073423953,"Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA
"Congo, Rep.","COG",2020,-6.26777227963225,1725.51040049963,69.3066247188397,23.2557304593578,17.4783555029861,-13.9995678950009,2.39477691216791,"Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA
"Congo, Rep.","COG",2023,1.90686426346754,1677.08549205924,96.2103944039618,24.9045198099403,13.0993020877754,-7.56770228699291,2.41919038084212,"Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA
"Costa Rica","CRI",2017,4.1576989627609,12468.5654531785,65.0719537437267,18.1777606896749,16.3581746477264,2.85888372788136,0.944345948457895,"Latin America & Caribbean","Upper middle income","-3.558",-5.88,"28.482",47.06,5.735
"Costa Rica","CRI",2020,-4.27335432161462,12242.2098908608,60.1398862509037,16.1681534980451,17.7047320692258,0.772593246982353,0.6929953994471,"Latin America & Caribbean","Upper middle income","-5.227",-8.38,"41.741",66.91,8.14
"Costa Rica","CRI",2023,5.11192183229137,14318.8389652286,72.4719990802549,16.1793973266249,14.8734934598622,-0.0879225971163464,0.46646444898736,"Latin America & Caribbean","Upper middle income","-2.813",-3.25,"52.874",61.12,10.018
"Cote d'Ivoire","CIV",2017,7.41076242592504,1972.81431788947,48.6625074729482,21.9109187509615,10.2683859615717,-1.04167724817084,2.82237176165589,"Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA
"Cote d'Ivoire","CIV",2020,0.699728593494228,2055.08483996432,41.9426318190526,20.344763141247,11.3216044456757,1.82838309372076,2.53019803537112,"Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA
"Cote d'Ivoire","CIV",2023,6.45045796902575,2312.13337034704,52.0034548731483,23.1415111148516,9.01223404938394,2.55136540148222,2.50384681190665,"Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA
"Croatia","HRV",2017,3.28095812140658,13485.8816667037,97.2213314044204,19.4711341665721,21.7982075145139,1.23163897621677,-1.60675520461679,"Europe & Central Asia","High income","449",0.6,"42.783",76.2,10.658
"Croatia","HRV",2020,-8.31164257884687,13544.9715102628,89.5334538008947,22.3525503132592,24.8798286623841,0.803359807884533,-0.894863743984583,"Europe & Central Asia","High income","-4.190",-7.2,"50.082",86.5,12.864
"Croatia","HRV",2023,3.30254488086325,17147.1660226623,107.700919430599,22.4576425827398,21.2862761328474,11.7403306343319,0.104856226330186,"Europe & Central Asia","High income","-668",-0.8,"52.199",60.9,13.516
"Cuba","CUB",2017,1.80979177212284,7927.27769340823,26.2224363809981,9.87499828905703,30.8386160496217,4.11359090116284,-0.157976772172404,"Latin America & Caribbean","Upper middle income",NA,NA,NA,NA,NA
