"country","iso2c","iso3c","year","deuda_gob","crecimiento_pbi","pbi_p_c","apertura","formacion_bruta_capital","consumo_gobierno","interes_real","inflacion","poblacion","region","income"
"Afghanistan","AF","AFG",2023,NA,2.26694373649188,378.06630312259,67.5846651516385,15.2435765521019,21.2145146604881,NA,2.92366213121669,2.13559384981397,"South Asia","Low income"
"Afghanistan","AF","AFG",2024,NA,NA,NA,NA,NA,NA,NA,NA,2.83657317243522,"South Asia","Low income"
"Africa Eastern and Southern","ZH","AFE",1990,NA,0.17586725565728,1281.50250276261,41.2304388144148,NA,14.5535591105056,NA,11.9939039075081,2.86654890669014,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1991,NA,-0.0954636730858027,1245.54251372724,39.7347280580705,NA,14.9010826035533,NA,14.9789364260078,2.75069381267418,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1992,NA,-2.35016039104546,1184.33827550477,40.409427247211,NA,16.996975661325,NA,14.6406552101884,2.66048165065413,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1993,NA,-0.599437722454866,1145.08271181594,42.8268660661545,NA,16.7735727493296,NA,13.8705025929709,2.76949139016801,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1994,NA,1.93203140647964,1136.57544469867,45.3429552451368,18.0656166939311,17.4370477576582,NA,17.0164147872542,2.65931727355301,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1995,NA,4.28264764144176,1154.87494174794,47.4089364062242,18.0534902347593,16.0688640862394,NA,16.1027117424962,2.59624753960851,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1996,NA,5.45433503057018,1186.07296437005,47.101501917544,18.2329340974782,16.4178355380341,NA,15.1761803358905,2.64520724063808,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1997,NA,3.84197710836047,1200.46842325995,44.9825563956835,17.4180206912852,16.326490003985,NA,10.5450486551459,2.56360934676329,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1998,NA,1.75262940036217,1190.26744135748,46.586205637567,18.6046612175908,16.3934048178766,NA,9.10917293901807,2.59082906065185,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1999,NA,2.64928460270326,1190.1711033462,44.824936211974,16.9243066242277,16.3358038932901,NA,8.00681329656155,2.62289295632848,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2000,NA,3.21216748277074,1196.92976594366,46.4662178022745,17.5204338132509,15.3376149207484,NA,11.1173058824862,2.59538933998788,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2001,NA,3.50548806176488,1207.22915865621,47.8537819872049,17.4729256455219,15.6160611271779,NA,8.31282499951298,2.5886417713116,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2002,NA,3.83384813978296,1221.24592539704,59.4248200763606,16.593859554789,15.0931021765358,NA,8.9149284688433,2.60780157535376,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2003,NA,2.95293851342404,1224.80628548513,56.7923043760341,17.2603589141561,15.9762797528301,NA,7.8067408729751,2.61906809457548,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2004,NA,5.55444775546961,1259.13592068834,57.8340561839181,18.0034454273988,15.8906765080417,NA,9.60039256006742,2.64137149821667,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2005,NA,6.16249334973169,1301.66161668619,60.351366443884,18.546993275711,15.0534219161295,NA,7.62368935878268,2.65847839652985,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2006,NA,6.57743860346748,1350.73057684768,60.8634263148316,19.3384880118117,14.5950632332374,NA,7.65225430526529,2.66976588552462,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2007,NA,6.64693504718772,1402.25924781269,66.8260113985661,20.9538191247166,14.6444183805579,NA,8.24576476611674,2.69144498343854,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2008,NA,4.36617310328631,1424.16219679945,74.4161999428254,23.0267790229289,14.884073799567,NA,10.961412407556,2.72364001522085,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2009,NA,0.892651361101571,1398.07772680316,63.7968822020446,23.3298441831671,15.5534708028079,NA,8.28143239106254,2.73723757208867,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2010,NA,5.20794344063218,1431.21195789305,63.4781604569498,21.1524224580803,15.5541831795362,NA,5.88302203486953,2.73452519643287,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2011,NA,4.05892327211205,1449.85349970149,64.6383588202019,21.4540877938006,16.0036692858443,NA,9.74570998523772,2.68462143269084,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2012,NA,1.76796954241274,1436.27450997855,62.4450392862919,21.488519611586,16.1676465001107,NA,6.20387787625781,2.69351289263264,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2013,NA,4.31772516764461,1457.67290748026,62.5877608110382,22.0278620417418,16.4956587819237,NA,5.54626698664435,2.7482455829431,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2014,NA,4.01435055814143,1475.73903934085,61.0154620503414,22.5869951984022,16.0074302007076,NA,5.40353538297499,2.70410469635343,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2015,NA,3.00336692879381,1479.61525980543,55.5972237458378,22.123647081055,15.4636628202329,NA,5.36669399398079,2.69683038788555,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2016,NA,2.19599120737905,1472.69922995631,52.891642797385,21.3828893551512,15.3936158832339,NA,6.40090045368644,2.64074325542301,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2017,NA,2.69623782915109,1472.97115180926,52.6203405929284,21.1690286041561,15.4726580433572,NA,6.86381501459532,2.64206728810391,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2018,NA,2.66503807456537,1471.43831747146,55.5470136195262,20.2716671628052,14.8672140757652,NA,4.32175867770079,2.73426282366823,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2019,NA,2.20034043292388,1463.43789056716,52.609045435017,21.0423993541281,14.6164181000572,NA,4.44437946494116,2.72168052257397,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2020,NA,-2.85978392104712,1383.72411941014,50.3840532381096,20.4453733742015,15.175005715421,NA,5.29660923473831,2.69951609745311,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2021,NA,4.56356807595664,1409.04069884703,55.6440943321239,19.9069422298389,14.6827375950211,NA,6.08815281176316,2.6494391643563,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2022,NA,3.55576878716199,1421.79716897878,58.6422872783484,20.3380923212187,14.3640354977102,NA,9.36713222670811,2.59275445199729,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2023,NA,1.89130738721937,1412.62538438423,56.9985827061445,20.7410623044245,13.9853417122886,NA,6.92132238472385,2.52081808291359,"Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2024,NA,2.76680373044995,1416.25036869408,54.1174075589112,20.1502780429117,14.0776822872541,NA,6.00276806067571,2.47293480859965,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1990,NA,5.69688031349129,1256.45954971624,NA,NA,NA,NA,4.82244315622001,2.66136615067968,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1991,NA,1.06723219004448,1236.74588673855,NA,NA,NA,NA,3.31280575359616,2.64300140464419,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1992,NA,2.35022007060752,1231.40344613907,NA,NA,NA,NA,0.482938222012713,2.75593895058625,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1993,NA,-1.3626449347026,1182.25793325506,NA,NA,NA,NA,2.80670798967148,2.70082777138451,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1994,NA,-0.283196443172045,1148.02596393345,NA,NA,NA,NA,24.7941953253011,2.65462164834649,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1995,NA,1.85980134934707,1137.96412338866,NA,NA,NA,NA,7.39692068899853,2.72302903559725,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1996,NA,4.62912590430749,1158.68614732857,NA,NA,NA,NA,6.18642809934072,2.7205854804256,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1997,NA,4.4030746254319,1177.25439688196,NA,NA,NA,NA,2.96013874771698,2.71907260451378,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1998,NA,3.62342034600638,1186.6821217341,NA,NA,NA,NA,5.30948306910901,2.76168483699296,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1999,NA,1.52818945793096,1172.35079961023,NA,NA,NA,NA,4.50109730901824,2.73166191861256,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2000,NA,3.84247862865107,1184.3601376623,NA,NA,NA,NA,4.81543026173506,2.75132392809025,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2001,NA,5.20703261923458,1211.60657416161,NA,NA,NA,NA,3.86179519283827,2.80153964354323,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2002,NA,9.96880211391937,1295.46024656435,NA,NA,NA,NA,2.67339738740157,2.81077138406323,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2003,NA,5.59767740206748,1330.01534966024,NA,NA,NA,NA,1.71882163202884,2.8141742241892,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2004,NA,8.09467311087808,1397.57989325249,NA,NA,NA,NA,8.74976750723606,2.82856501787792,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2005,NA,5.91211088087498,1438.7657371855,NA,NA,NA,NA,5.30317038905557,2.83958955807186,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2006,NA,5.3551836976997,1473.575756798,NA,NA,NA,NA,3.98690842870003,2.82608419767989,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2007,NA,5.50232868990643,1511.39802807784,NA,NA,NA,NA,5.47702898238883,2.8219705369228,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2008,NA,6.27613451132601,1561.49690310715,NA,NA,NA,NA,9.64445807905694,2.82607178878814,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2009,NA,6.12552916749729,1611.51321017603,NA,NA,NA,NA,1.48940469192029,2.79237396747975,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2010,NA,7.03202472344361,1677.42793720229,NA,NA,NA,NA,5.36905277481954,2.78698893627561,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2011,NA,4.94666624539791,1711.40576272057,NA,NA,NA,NA,7.85258533901256,2.82286088448152,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2012,NA,5.14057557678929,1750.0258910552,NA,NA,NA,NA,5.08156070785505,2.78126173094488,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2013,NA,6.02802288960788,1805.52643337702,NA,NA,NA,NA,1.55401804889429,2.73116206800931,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2014,NA,5.71245852261593,1857.25875463317,NA,NA,NA,NA,0.189777897218065,2.73031560628191,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2015,NA,2.92800960984003,1860.72769393488,NA,NA,NA,NA,1.91155941571227,2.69935903335602,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2016,NA,0.194177489414145,1815.16869287797,NA,NA,NA,NA,1.736323129284,2.67291294656133,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2017,NA,2.29616754739388,1808.71649348956,NA,NA,NA,NA,1.87351915179922,2.62629564056769,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2018,NA,2.90465437511295,1814.688734184,NA,NA,NA,NA,2.15033893298982,2.53362052736347,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2019,NA,3.28216299793968,1829.07062009788,NA,NA,NA,NA,1.35862850854981,2.44004800908883,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2020,NA,-0.984117425153343,1768.31356500952,NA,NA,NA,NA,1.88074835676156,2.38917570433681,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2021,NA,4.03000030607359,1796.60208538449,NA,NA,NA,NA,4.64220371005912,2.3638289749527,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2022,NA,3.97496354483744,1824.95329630102,NA,NA,NA,NA,6.18098458588585,2.33227039388145,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2023,NA,3.35798699488655,1841.75834617104,NA,NA,NA,NA,3.43696324528173,2.38620356038992,"Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2024,NA,4.17610288931516,1873.20072424561,NA,NA,NA,NA,3.02697118375553,2.39847314152298,"Aggregates","Aggregates"
"Albania","AL","ALB",1990,NA,-9.57564016993408,1682.8810874018,39.4369634031142,30.360946807547,19.1885468896252,1.43757004142406,-0.431368812605996,1.79908559333186,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1991,NA,-28.0021416538074,1218.96427317362,36.0705200632829,7.60311109567282,22.8753325986112,-25.4690910583275,35.5142469536257,-0.602809679480026,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1992,NA,-7.18711090964234,1138.23773998809,108.785472241159,5.65668410228241,21.4082882933696,-63.7871204795834,232.984658847733,-0.606434726201759,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1993,NA,9.55941167111243,1254.67888414888,80.518332770413,13.6761374504386,14.6384098004022,-42.5735139659536,125.650814248279,-0.610165792730247,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1994,NA,8.30286659699082,1367.22058963712,53.1025847356112,18.8965848987739,14.6234019156112,-8.96318218557452,35.8424752083152,-0.613880506929603,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1995,29.4509913700363,13.3223333268813,1558.96638565461,40.1386989518314,23.4888671355406,10.0145358633844,-10.3859981337813,33.5170816036326,-0.617703658436963,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1996,37.0772780150153,7.33632894771891,1683.76965547424,44.4117820054663,22.8277475804894,9.59940257545617,6.00672099067164,16.9344096030553,-0.62151139901728,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1997,52.2939099492755,-11.7115732812278,1495.90035328523,44.7293780649181,20.8152471481861,10.5565146074516,17.6952058413894,12.7559380021331,-0.625430096900055,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1998,54.4034191327832,8.3100252038309,1630.43874131845,47.1306266993222,22.2095424976303,10.9090460292713,NA,7.85515459177739,-0.629334392525913,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",1999,NA,12.2507281968475,1841.80762760566,49.8954184095195,24.315483594315,11.147365193997,18.3197049982099,2.78507709416616,-0.63335227398725,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2000,NA,7.46285871776054,1991.91435867116,61.6092610436407,32.3834710002936,9.73155830514379,15.2785042512077,5.91957346525058,-0.637356833943492,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2001,NA,8.8637306604876,2188.91854451375,64.2474462587009,36.874485838279,10.5939074940139,15.3115950626794,3.76594531101591,-0.93847042771206,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2002,NA,4.62839587394552,2297.10853513924,65.9914650336802,36.0225168477628,11.2361484858024,10.9719532169357,3.90388141100428,-0.299876697084691,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2003,NA,5.33326426009945,2428.68934653563,64.8232150960777,36.1844107733044,11.0505142453075,8.89419077085762,4.93749255224851,-0.374149169291299,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2004,NA,5.26626173860785,2567.29763687121,65.0379383187697,38.171113638681,11.1885774385069,8.4059600095711,3.09536654638973,-0.417931377925999,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2005,NA,5.13082193056189,2712.86983830331,69.1162926602322,38.4528885210446,11.0832938282823,9.62860015652314,3.14370505375079,-0.511790116421897,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2006,NA,6.0189812403864,2894.36032580174,72.2019089483674,38.3733064639202,10.554951865021,9.98704550045555,2.68476832531357,-0.630911244851673,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2007,NA,6.50009261158209,3105.8796756386,79.9119008919954,36.4450920497709,10.3858870895021,8.51173734697357,5.14956776072877,-0.75571875541991,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2008,NA,6.90706230713707,3345.98161761476,75.2485472798728,35.0619928502369,10.7049766567384,9.19915823573114,3.49863912505761,-0.767342959142321,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2009,NA,2.69075152362146,3459.24695646692,73.3213575646169,34.46966714051,11.5158448272289,9.83773189385656,2.57034008938903,-0.673894046451936,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2010,NA,2.97315442681247,3579.82413181046,75.5325329687378,30.1746231779397,11.6894266755022,8.35023474491163,4.12744389120799,-0.49646196338738,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2011,69.1921886031503,2.46351683915714,3677.89457937717,80.6989985298954,31.6903461775522,11.8730326134018,10.5583645020081,1.69479180198789,-0.269017331764615,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2012,64.0504160397904,0.984129880204108,3720.22876474985,76.9683583166821,28.6230804126196,11.7429129944326,10.6295054309895,0.226739790649205,-0.165151040121679,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2013,70.4662619818776,1.7072283175406,3790.68016321899,75.7506185619748,27.8069449555149,11.7676839794264,9.44075587245952,0.352563785277709,-0.183211384606402,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2014,72.9442880579616,2.24022695382642,3883.63262828191,75.0212023084129,26.5299242007892,12.2746384670784,6.43617834102525,1.44342053888136,-0.207046999760594,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2015,79.2842872907886,2.2277040745779,3981.72662261867,71.2794476606014,26.0810405275666,11.6995817212428,7.0515158846934,0.771576290611591,-0.291205786840436,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2016,79.8771647108445,3.90893551362245,4143.98988316994,74.0144504546815,25.626746695952,12.1050326390236,7.66467500861932,-0.864265221201691,-0.159880412127734,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2017,74.5233409273812,3.28317593330073,4283.98262744437,76.7873817898989,26.2596685681188,11.851016747215,3.40221801971973,2.72506918540461,-0.0919722937442495,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2018,63.6337689521087,3.67141928098908,4452.23714652476,75.6940783717425,25.9195838592949,11.8666140811981,4.41504942562581,1.45328722509015,-0.246732042281782,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2019,74.8082518103115,2.06257790176122,4563.4673625169,75.382128932689,24.6048342032887,12.6759912713341,5.2229380433514,1.00063285556122,-0.426007367032238,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2020,83.4542198469267,-3.31375636888916,4437.65346927974,59.5207118897718,25.1975808136514,13.6673333207542,6.07729489179422,0.0410440719196288,-0.574206959244013,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2021,81.9201392916816,8.96957619074095,4880.72346162808,75.5903217283122,27.2106050889981,12.8352254087666,2.49145994207683,3.44439110040804,-0.926918061639398,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2022,NA,4.82669611912765,5178.88431481499,84.6980571024438,25.7044313054053,12.0411716018624,-3.05376660769678,9.86158300344633,-1.21579032012532,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2023,NA,3.93661689192599,5444.93000074979,82.4936825596994,24.0498939278465,12.0464694929138,0.269279912716112,6.0660520944985,-1.14841763771287,"Europe & Central Asia","Upper middle income"
"Albania","AL","ALB",2024,NA,3.96171911223713,5726.02570530968,79.0707597666191,23.3868057028702,12.8229406224379,3.65614960443168,2.68887445578932,-1.14842353492312,"Europe & Central Asia","Upper middle income"
"Algeria","DZ","DZA",1990,NA,0.800000580174981,3605.68701212608,48.3807136815584,26.9701332491502,16.0669306193343,NA,30.2595985375162,2.47896733157691,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1991,NA,-1.2000005864423,3478.50976269176,52.7175867077307,25.8614569751364,14.7187690708191,NA,53.7886041752807,2.38357644702334,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1992,NA,1.80000230253509,3455.92936294162,49.1890842360411,27.074986203492,16.0179356226305,NA,21.9261145249715,2.43525019358237,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1993,NA,-2.10000075697259,3302.91950568634,44.9228133698634,27.0068601489891,17.3241859122684,NA,13.624424658719,2.40609915355137,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1994,NA,-0.899996552970833,3201.56914402566,48.5844377877809,28.4009383036092,17.8746231496666,NA,29.07764732386,2.21250190534871,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1995,NA,3.79999479063817,3255.18726869561,55.1910052081435,29.1369442926136,16.7637898364963,-7.90216593525165,28.577037530273,2.06869750539347,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1996,NA,4.09999847167964,3322.95538141474,53.7051478767794,24.8793780587037,15.7743188040564,-4.04920735792248,24.0219040648286,1.95770195001196,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1997,NA,1.09999993684249,3297.46603361265,52.2439115059386,22.9515862396628,16.5383785645998,8.13664537684276,7.001963050334,1.86401965879386,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1998,NA,5.10000361107312,3410.88254401644,45.0944505585079,25.7480990288356,17.7919085156143,15.1040086059725,-3.13108869936045,1.59253627896162,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",1999,NA,3.20000155319546,3471.49196276497,50.9291093379713,24.390077444307,16.7872347521677,-0.095922627849907,10.8563363109276,1.3885288478211,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",2000,NA,3.80000000158476,3553.32420521991,62.8583436360347,20.6772427594523,13.5839456347184,-10.3343779975902,22.6780091895684,1.3996685583388,"Middle East & North Africa","Upper middle income"
"Algeria","DZ","DZA",2001,NA,2.99999999863043,3610.00605631983,54.5296491177208,25.1243840198169,15.1061980679688,1.37540693520959,8.01436296081451,1.37329134127777,"Middle East & North Africa","Upper middle income"
