"country","iso3c","year","crecimiento_pbi","pbi_p_c","apertura","formacion_bruta_capital","consumo_gobierno","interes_real","inflacion","poblacion","region","income","deuda_pbi.x","deficit_pbi.x","deuda_pbi.y","deficit_pbi.y"
"Andorra","AND",2020,-11.1839399355384,34536.6499209948,NA,NA,NA,NA,1.11378607410401,1.17775354895761,"Europe & Central Asia","High income",46.35,-1.07,46.35,-1.07
"Andorra","AND",2023,2.58355480961319,40227.2335282714,NA,NA,NA,NA,6.29560082401824,1.43374756867515,"Europe & Central Asia","High income",35.47,2.15,35.47,2.15
"Angola","AGO",2017,-0.147212941085755,2911.60084214038,52.2568222278462,23.2423166653967,12.9358193168237,-5.55269798288808,22.6145140271114,3.54061221486272,"Sub-Saharan Africa","Lower middle income",60.49,-5.75,60.49,-5.75
"Angola","AGO",2020,-5.63821471714934,2433.37637275564,65.9420289329872,26.4904004984611,8.64793565020863,8.02865685720961,10.7631052824799,3.26795864914978,"Sub-Saharan Africa","Lower middle income",119.15,-1.66,119.15,-1.66
"Angola","AGO",2023,1.07809951970673,2334.66104267184,67.00179327992,23.7790911131562,5.17178248225276,-0.577616516625203,17.6001393484509,3.08065530722915,"Sub-Saharan Africa","Lower middle income",72.41,-1.83,72.41,-1.83
"Antigua and Barbuda","ATG",2017,2.71272657973627,16992.9327495236,127.664323582144,NA,NA,8.9650908443246,0.31653179289151,0.553103046635761,"Latin America & Caribbean","High income",88.18,-2.72,88.18,-2.72
"Antigua and Barbuda","ATG",2020,-18.8687765208148,14950.8942397208,94.289529886499,NA,NA,6.84865145111171,0.781653570303064,0.526173366134419,"Latin America & Caribbean","High income",100.47,-6.23,100.47,-6.23
"Antigua and Barbuda","ATG",2023,2.42736300110336,17789.4058123944,NA,NA,NA,1.71819620277611,4.91194084907252,0.511400156215609,"Latin America & Caribbean","High income",76.33,-1.7,76.33,-1.7
"Argentina","ARG",2017,2.81850297775918,13520.1129846159,25.2896011376779,15.1621987548244,17.6968939223042,0.455892829685122,26.0063792819079,0.881249595012674,"Latin America & Caribbean","Upper middle income",57.03,-6.69,57.03,-6.69
"Argentina","ARG",2020,-9.9004848136464,11393.0505957877,30.203698807416,14.282505371897,16.8730073837365,-7.63517421630372,40.0830878011993,0.484665636741261,"Latin America & Caribbean","Upper middle income",103.82,-8.67,103.82,-8.67
"Argentina","ARG",2023,-1.61100162090189,12933.2497342121,26.6405121334437,18.5700907686492,16.3874689950096,-16.7714229083122,135.368876310592,0.286976121920089,"Latin America & Caribbean","Upper middle income",154.6,-5.33,154.6,-5.33
"Armenia","ARM",2017,7.50000000164144,3815.3747426037,87.202376539837,17.6483759985837,12.3185519874739,11.997339961596,2.15064189848613,-0.432038450211669,"Europe & Central Asia","Upper middle income",58.09,-4.79,58.09,-4.79
"Armenia","ARM",2020,-7.19999999920631,4032.09043454955,69.4888075396076,17.7739212520107,14.9686182373692,9.63911034441928,1.80659270159933,-0.0337609726366775,"Europe & Central Asia","Upper middle income",67.27,-5.4,67.27,-5.4
"Armenia","ARM",2023,8.29999999959539,5197.23509013575,119.714642963872,20.8720646766827,14.146579323878,9.45938580289314,2.67300354889213,-0.165163937436499,"Europe & Central Asia","Upper middle income",50.45,-2.02,50.45,-2.02
"Australia","AUS",2017,2.27959179820343,57750.6482221688,42.2037316765804,24.0704233766012,19.9482833661896,1.53619552626779,3.65318441813451,1.64682779735017,"East Asia & Pacific","High income",41.2,-1.72,41.2,-1.72
"Australia","AUS",2020,-0.119590735829973,58132.798523626,44.6644560654359,22.8121532268605,21.8946914788236,NA,1.88550119010648,1.23342825131378,"East Asia & Pacific","High income",57.08,-8.73,57.08,-8.73
"Australia","AUS",2023,3.44199220009025,61598.1776089916,49.2251840594381,23.293397151251,21.3138550807727,NA,6.51199894950456,2.42431553908742,"East Asia & Pacific","High income",49.58,-1.27,49.58,-1.27
"Austria","AUT",2017,2.27224992038207,45056.6385912412,105.556066755438,23.8459451205616,19.598940636538,NA,0.975317906732371,0.694621103604983,"Europe & Central Asia","High income",79.1,-0.8,79.1,-0.8
"Austria","AUT",2020,-6.31825509209936,43428.6983137234,99.9482141095975,25.134256704245,21.1529340170726,NA,2.59313253599376,0.415176731565556,"Europe & Central Asia","High income",83.2,-8.2,83.2,-8.2
"Austria","AUT",2023,-0.954962529389121,46338.9570588922,116.813919411879,24.9012402549934,20.4654125213615,NA,6.64765359130317,0.989464653969154,"Europe & Central Asia","High income",77.8,-2.6,77.8,-2.6
"Azerbaijan","AZE",2017,0.153614646686151,5229.25259747579,90.4023156823216,23.8172078171339,11.3414124411056,0.272137797609662,16.226204566647,0.98126180450475,"Europe & Central Asia","Upper middle income",22.51,-1.34,22.51,-1.34
"Azerbaijan","AZE",2020,-4.19896079231232,5087.50022691293,72.0178676487811,22.6664792823179,16.2189420775689,26.670417865412,-7.49363332447324,0.684365325388407,"Europe & Central Asia","Upper middle income",21.33,-6.44,21.33,-6.44
"Azerbaijan","AZE",2023,1.35447731755447,5668.61020477202,83.5358861156321,17.4006159423821,13.81500937233,25.6817085152421,-9.32261489254115,0.120242150339289,"Europe & Central Asia","Upper middle income",21.81,7.92,21.81,7.92
"Bahrain","BHR",2017,4.95383534123657,23606.8867501313,136.429239810394,28.4555243468986,15.8528821640076,NA,4.61583421430929,5.29314527321994,"Middle East & North Africa","High income",84.03,-13.38,84.03,-13.38
"Bahrain","BHR",2020,-5.9113629524152,23586.9309581516,135.460985012931,29.0855253637305,16.5555429863148,NA,-5.8288484641256,-0.781611308056263,"Middle East & North Africa","High income",125.7,-17.31,125.7,-17.31
"Bahrain","BHR",2023,3.87811614845566,25342.6226641572,157.447854682297,27.5133591159521,14.6137011761089,NA,-4.28437217979031,3.37686417721007,"Middle East & North Africa","High income",123.02,-9.68,123.02,-9.68
"Bangladesh","BGD",2017,6.59024999794057,1373.75363740186,29.9997306724343,30.9468731155675,6.02233215987973,4.27653989369391,5.04759758203714,0.850917315689336,"South Asia","Lower middle income",28.31,-4.17,28.31,-4.17
"Bangladesh","BGD",2020,3.44801755122445,1604.6659234742,26.271447376215,31.3079413414304,5.97120729189186,4.2891862514626,3.84106338588026,0.836310836229073,"South Asia","Lower middle income",34.51,-4.84,34.51,-4.84
"Bangladesh","BGD",2023,5.77511237007889,1885.37733613545,30.9829714104596,30.9512000834944,5.66516962733289,0.629461237622801,6.89712404003441,1.22171475464107,"South Asia","Lower middle income",39.27,-4.51,39.27,-4.51
"Barbados","BRB",2017,0.12844600157031,19237.287488428,NA,NA,NA,4.53018439935132,3.36727197112887,0.204727378663704,"Latin America & Caribbean","High income",142.85,-3.87,142.85,-3.87
"Barbados","BRB",2020,-15.0543629495892,16166.6559507829,NA,NA,NA,2.79323419017551,5.1139219922773,0.174452216457154,"Latin America & Caribbean","High income",138.17,-4.47,138.17,-4.47
"Barbados","BRB",2023,4.09382010970572,19734.2380260921,NA,NA,NA,NA,3.18212980720116,0.00637558575909917,"Latin America & Caribbean","High income",111.48,-1.69,111.48,-1.69
"Belarus","BLR",2017,2.53218350023008,5964.89668930991,133.367754723012,26.1579866134837,15.652843263526,0.95335574090433,8.62314740427041,-0.109782322950581,"Europe & Central Asia","Upper middle income",53.16,-0.34,53.16,-0.34
"Belarus","BLR",2020,-0.67274295062424,6251.98898903127,118.934176146534,25.3653466986551,16.9649774780792,-2.54292951691091,11.8774650823508,-0.42347525027949,"Europe & Central Asia","Upper middle income",47.49,-2.87,47.49,-2.87
"Belarus","BLR",2023,4.12654007153881,6497.78450735958,131.584674884961,22.555363377361,17.8518963705848,1.77288530685339,8.04676215128896,-0.540824986374776,"Europe & Central Asia","Upper middle income",40.72,0.76,40.72,0.76
"Belgium","BEL",2017,1.47446761556785,41619.328629169,166.904078237791,23.5041514887444,23.1178023270709,NA,1.98316343604859,0.385228018372369,"Europe & Central Asia","High income",102.6,-0.8,102.6,-0.8
"Belgium","BEL",2020,-4.7929839083518,40769.0218072962,156.950121282783,24.0338724949105,24.3008045914304,NA,1.59611667576401,0.430996815099722,"Europe & Central Asia","High income",111.4,-9,111.4,-9
"Belgium","BEL",2023,1.201691781997,44722.1955283977,168.961009401668,24.4465011647884,23.7766450906713,NA,4.5081215034371,0.913715890414841,"Europe & Central Asia","High income",102.4,-4,102.4,-4
"Belize","BLZ",2017,-1.81285354051658,5772.92692023491,97.6922737501655,15.3995499271941,18.8192207562988,6.24032619416386,3.03291030935591,2.30310203964335,"Latin America & Caribbean","Upper middle income",78.12,-3.48,78.12,-3.48
"Belize","BLZ",2020,-13.9029100645218,5003.87784847193,81.821964412463,17.2797806985339,17.3287319186431,9.44776634843508,-0.652000223707887,1.28323598131052,"Latin America & Caribbean","Upper middle income",103.04,-8.57,103.04,-8.57
"Belize","BLZ",2023,1.14901682065862,6212.26051785042,106.531755710256,20.5963936938553,15.7460162707664,1.8099744501983,6.50970161380764,2.05772774277288,"Latin America & Caribbean","Upper middle income",67.5,-2.42,67.5,-2.42
"Benin","BEN",2017,5.67156195150444,1032.90471194182,61.4765969588474,23.4384503972218,10.4789842865023,7.32902771836839,-0.367897725119164,2.88117869411855,"Sub-Saharan Africa","Lower middle income",39.38,-4.18,39.38,-4.18
"Benin","BEN",2020,3.84879240030133,1126.65404122154,44.8332333768726,25.2065173861299,11.3993621464496,3.55709341440007,2.87803228859791,2.66259875153288,"Sub-Saharan Africa","Lower middle income",46.14,-4.68,46.14,-4.68
"Benin","BEN",2023,6.3527773854442,1263.62158336368,44.6631308180211,34.1217773085656,9.5040595229118,NA,3.38561739537163,2.52274772277722,"Sub-Saharan Africa","Lower middle income",54.9,-4.13,54.9,-4.13
"Bhutan","BTN",2017,2.08684522733067,3211.80903275593,76.7884016850221,54.264203381851,18.1851042374345,9.48768641129794,4.34963395866464,0.86127488782821,"South Asia","Lower middle income",104.08,-4.49,104.08,-4.49
"Bhutan","BTN",2020,-10.2183974208569,3092.12428399363,71.8303510394637,38.5705348289027,22.3153543493509,8.27509066810173,5.28737431349467,0.675256502719854,"South Asia","Lower middle income",114.94,-1.81,114.94,-1.81
"Bhutan","BTN",2023,4.88259396253632,3488.84449072501,81.564529851324,44.5127343141777,20.2925802198689,7.56503855335086,4.37406197211145,0.698146584889649,"South Asia","Lower middle income",115.44,-4.7,115.44,-4.7
"Bolivia","BOL",2017,4.19520633360395,3160.16421228968,56.7046527566598,21.2683553463249,17.0216400266816,1.93142092273534,6.06139996218435,1.46124572329841,"Latin America & Caribbean","Lower middle income",51.26,-7.86,51.26,-7.86
"Bolivia","BOL",2020,-8.7378843576993,2949.81955038243,45.5032626166675,15.5721386707426,19.7386344530618,9.6250969204591,-1.8543866829455,1.23396442673807,"Latin America & Caribbean","Lower middle income",77.97,-12.72,77.97,-12.72
"Bolivia","BOL",2023,3.08196521047731,3226.08756009169,56.4582389783573,17.4650893677264,19.2863642827457,9.19561260406766,-0.505250417036535,1.37334382280772,"Latin America & Caribbean","Lower middle income",90.78,-10.95,90.78,-10.95
"Bosnia and Herzegovina","BIH",2017,3.24410095889466,5099.81613758953,96.6458791411189,21.6524032671789,20.1653336206043,2.55542095414989,1.77870702677497,-1.28437067954589,"Europe & Central Asia","Upper middle income",38.62,1.79,38.62,1.79
"Bosnia and Herzegovina","BIH",2020,-3.01509514759861,5490.75367062899,82.1112652572898,22.1116678201234,20.7503460226245,3.00786241997225,0.0621425496305932,-1.39008469041609,"Europe & Central Asia","Upper middle income",37.25,-4.5,37.25,-4.5
"Bosnia and Herzegovina","BIH",2023,1.99439520319464,6493.22233959649,99.6174933893972,23.0739959426831,19.1261838923948,-2.9636115769335,7.29122677163825,-0.617510129445164,"Europe & Central Asia","Upper middle income",28.98,-1.67,28.98,-1.67
"Botswana","BWA",2017,4.11437856026637,6662.5764477869,81.9239513763494,24.1791764530728,28.8780859521463,9.78420818707251,-2.64993320543444,1.42047647332447,"Sub-Saharan Africa","Upper middle income",19.59,-1.14,19.59,-1.14
"Botswana","BWA",2020,-8.72888241149465,6254.24806377545,77.6634178431966,27.6308199386437,36.1431463714153,1.31361187951696,4.37886680593209,1.4394103578493,"Sub-Saharan Africa","Upper middle income",23.51,-10.87,23.51,-10.87
"Botswana","BWA",2023,3.20806812224438,7269.05170664457,68.8033578360816,25.6373629510322,29.2900715297286,4.91413861191005,1.73900386471155,1.64031664035479,"Sub-Saharan Africa","Upper middle income",22.51,-4.19,22.51,-4.19
"Brazil","BRA",2017,1.32286905404399,8628.25308908043,24.3197343743057,14.5589865169328,20.1619046963757,41.7138078889108,3.67138450274919,0.72824666001736,"Latin America & Caribbean","Upper middle income",82.75,-7.97,82.75,-7.97
"Brazil","BRA",2020,-3.2767587964736,8435.01143254978,32.3020785437939,16.5610215626482,20.135153015057,21.1971796724251,6.47249962315726,0.579350709708032,"Latin America & Caribbean","Upper middle income",96.01,-11.64,96.01,-11.64
"Brazil","BRA",2023,3.24165532906981,9288.02701470069,33.6662298301438,16.410975108624,19.042610794419,36.5544706219779,5.15950107377019,0.395928695574996,"Latin America & Caribbean","Upper middle income",84,-7.71,84,-7.71
"Bulgaria","BGR",2017,2.74592644707793,7898.70694583532,129.634429048004,18.3038127443279,15.5845769435159,0.597670418468299,4.81312131224342,-1.32391481752631,"Europe & Central Asia","High income",25.1,1.6,25.1,1.6
"Bulgaria","BGR",2020,-3.21573743445016,8450.60388758371,110.324081132354,18.9787911416429,19.3076450675755,-0.00422201169778151,4.34103862385629,-1.00293821352921,"Europe & Central Asia","High income",24.5,-3.8,24.5,-3.8
"Bulgaria","BGR",2023,1.88681483907177,9810.66890602451,119.668120344213,18.6923078106621,18.4205974000082,-3.28394425778422,7.98419924336682,-0.286577641861364,"Europe & Central Asia","High income",22.9,-2,22.9,-2
"Burkina Faso","BFA",2017,6.20348941121868,669.276310328333,59.2687802020168,20.8835008952792,17.7393231525305,5.02421161458112,1.41629727998107,2.85291595529266,"Sub-Saharan Africa","Low income",33.89,-6.92,33.89,-6.92
"Burkina Faso","BFA",2020,2.01077262406221,713.8421779224,60.7397786403239,17.7568948377207,19.7841401519952,0.0675375097350463,6.46559578788029,2.43522959287393,"Sub-Saharan Africa","Low income",43.64,-5.16,43.64,-5.16
"Burkina Faso","BFA",2023,2.96018147384929,744.165760639938,64.8223211154384,17.1786329056318,19.9750711747148,NA,1.99804752407688,2.26973666268599,"Sub-Saharan Africa","Low income",56.82,-6.91,56.82,-6.91
"Burundi","BDI",2017,0.500001262429279,269.47688960656,22.2402931011977,8.98405452767404,25.086288811734,3.00359678295056,11.4491826066034,2.35048627086438,"Sub-Saharan Africa","Low income",46.9,-5.01,46.9,-5.01
"Burundi","BDI",2020,0.327156892638385,255.078218433565,26.773329999595,11.4459700001998,31.344300000757,5.87779867369766,5.9665023314011,2.9086530249822,"Sub-Saharan Africa","Low income",65.9,-6.58,65.9,-6.58
"Burundi","BDI",2023,2.66553960418187,253.44565118586,29.7369723066251,13.0504473857888,30.6534629756413,0.320240045269942,10.8749340609701,2.72764441044431,"Sub-Saharan Africa","Low income",58.06,-7.7,58.06,-7.7
"Cambodia","KHM",2017,8.07503915535979,1753.93530504662,121.155451298689,29.7794487571952,5.24450335654665,NA,2.07650709154852,1.38176596089867,"East Asia & Pacific","Lower middle income",22.64,-0.76,22.64,-0.76
"Cambodia","KHM",2020,-3.55572193406549,1908.63427518336,122.105396346568,30.6318860127836,5.42216584441989,NA,-0.824281402832511,1.47062988552696,"East Asia & Pacific","Lower middle income",25.23,-2.53,25.23,-2.53
"Cambodia","KHM",2023,5.00733043812642,2085.05748462072,134.206842395931,32.6793804081383,6.07786090254716,NA,1.01760752523781,1.28320677599476,"East Asia & Pacific","Lower middle income",26.28,-2.83,26.28,-2.83
"Cameroon","CMR",2017,3.54117654926007,1444.90682916573,39.1990216052629,19.2961406888504,11.6804244481323,NA,1.02514116066253,2.83499798189177,"Sub-Saharan Africa","Lower middle income",36.54,-4.73,36.54,-4.73
"Cameroon","CMR",2020,0.259932915907115,1434.51913723409,33.7388313623871,18.1922991522213,12.2819316968054,NA,0.705572037621721,2.7244863481235,"Sub-Saharan Africa","Lower middle income",44.86,-3.19,44.86,-3.19
"Cameroon","CMR",2023,3.24834497823876,1466.76885819356,37.2177281759971,19.1282442441639,10.5843152211004,NA,4.65972285962381,2.64245336134821,"Sub-Saharan Africa","Lower middle income",43.15,-0.64,43.15,-0.64
"Canada","CAN",2017,3.03383491200222,44339.3886689254,65.1010608504649,22.6963325471202,20.7033313853187,0.125752246427379,2.57101464490069,1.19543575451553,"North America","High income",90.94,-0.11,90.94,-0.11
"Canada","CAN",2020,-5.03823343468899,42366.1285377884,61.1567709632763,23.1842365277416,22.7011077555498,NA,1.07081026105622,1.08436897113225,"North America","High income",118.07,-10.95,118.07,-10.95
"Canada","CAN",2023,1.52874550838358,45048.2842408265,66.6323313370668,22.8530818287483,20.9054437744776,NA,1.3572659269347,2.90468017061162,"North America","High income",107.71,0.07,107.71,0.07
"Central African Republic","CAF",2017,4.52727821346231,387.35795131742,57.1435457117119,24.2380273309599,14.0670343149476,NA,6.44370628779525,1.67978155291511,"Sub-Saharan Africa","Low income",47.38,-1,47.38,-1
"Central African Republic","CAF",2020,0.899999996857062,398.834274122139,49.5210200011921,18.2987700027516,9.67704000219521,NA,1.98216055627785,1.64324789708014,"Sub-Saharan Africa","Low income",42.77,-3.24,42.77,-3.24
"Central African Republic","CAF",2023,0.69996838992121,397.467795727686,43.480570208358,14.5948464881829,8.33527999694578,NA,3.57480170924984,1.06107453184959,"Sub-Saharan Africa","Low income",55.64,-3.44,55.64,-3.44
"Chad","TCD",2017,-1.62799367083434,878.913785540893,43.2900613852468,15.2004119098293,9.56813070886601,NA,2.07315319337107,3.30639583736028,"Sub-Saharan Africa","Low income",39.18,-0.18,39.18,-0.18
"Chad","TCD",2020,-0.408894363255357,884.730874687626,40.6428170621932,18.2437176613322,9.63713677698176,NA,-1.17768160506618,3.18197036099619,"Sub-Saharan Africa","Low income",41.72,1.24,41.72,1.24
"Chad","TCD",2023,4.11745179201004,929.941347591119,46.9484531153786,14.8903061305335,9.0248806892315,NA,0.0997449105456667,4.57399213394625,"Sub-Saharan Africa","Low income",32.23,-1.26,32.23,-1.26
"Chile","CHL",2017,1.35769537343957,13473.3458532934,56.0261589675707,22.2576646322298,14.6487131962187,-0.262655305080155,4.82819188620873,1.58394825779579,"Latin America & Caribbean","High income",23.65,-2.63,23.65,-2.63
"Chile","CHL",2020,-6.14347479224092,12679.024004022,58.1828635629748,22.5660080465409,16.0263618695537,NA,9.66572269693961,0.896491953505063,"Latin America & Caribbean","High income",32.38,-7.1,32.38,-7.1
"Chile","CHL",2023,0.521367977246825,14280.3475638842,60.7247236874408,24.2438038833976,15.299339236854,NA,6.58777169908957,0.53962870957127,"Latin America & Caribbean","High income",39.42,-2.27,39.42,-2.27
"China","CHN",2017,6.8912663621211,9221.51403820573,36.9508526159275,41.4184897995936,16.501760892272,0.19585733630837,4.14602237470578,0.605245013482969,"East Asia & Pacific","Upper middle income",53.9,-3.34,53.9,-3.34
"China","CHN",2020,2.34018843078414,10573.6420059282,34.0389507864018,41.8494114609444,17.6037978191606,3.79985989492251,0.53000081660457,0.238040870229883,"East Asia & Pacific","Upper middle income",69.04,-9.56,69.04,-9.56
"China","CHN",2023,5.41484330099675,12484.1578844175,36.1051923690574,40.4544347218594,17.1891419707315,4.88038486696444,-0.50570453916356,-0.103794531589067,"East Asia & Pacific","Upper middle income",82.01,-6.71,82.01,-6.71
"Colombia","COL",2017,1.35936086788746,6309.67745292518,35.2829149424588,21.7227919184852,14.8806426275244,8.13449112902337,5.13373589963346,1.45147726169193,"Latin America & Caribbean","Upper middle income",49.45,-2.5,49.45,-2.5
"Colombia","COL",2020,-7.18591413760859,5891.95523215403,34.0555709680101,18.3620756136132,17.15883586003,8.24660761524365,1.48172462037553,1.43632167326968,"Latin America & Caribbean","Upper middle income",65.27,-7.13,65.27,-7.13
"Colombia","COL",2023,0.712380031974334,6828.59753791113,40.3881324933957,16.5149107450513,14.6540810646728,13.1631262773687,6.9523623210511,1.12092864340999,"Latin America & Caribbean","Upper middle income",55.46,-2.92,55.46,-2.92
"Comoros","COM",2017,5.59618952073011,1385.61417581045,40.164358921352,13.3232598136896,10.823776632134,11.9444904206388,-1.29036312123183,1.99257798738542,"Sub-Saharan Africa","Lower middle income",18.93,-0.1,18.93,-0.1
"Comoros","COM",2020,4.00531793513311,1465.89782581729,33.7299346157491,10.9568842983038,10.5607884014024,11.8942103081911,-3.39647627676489,1.96199379762606,"Sub-Saharan Africa","Lower middle income",24.32,-0.52,24.32,-0.52
"Comoros","COM",2023,3.06466236855576,1505.25419206172,45.6837789235815,11.7309861994581,9.44262274290104,NA,5.6441347664765,1.92327433672711,"Sub-Saharan Africa","Lower middle income",28.71,-1.34,28.71,-1.34
"Costa Rica","CRI",2017,4.1576989627609,12468.5654531785,65.0719537437267,18.1777606896749,16.3581746477264,8.26983032853281,2.85888372788136,0.944345948457895,"Latin America & Caribbean","Upper middle income",47.06,-5.88,47.06,-5.88
"Costa Rica","CRI",2020,-4.27335432161462,12242.2098908608,60.1398862509037,16.1681534980451,17.7047320692258,5.82052018314343,0.772593246982353,0.6929953994471,"Latin America & Caribbean","Upper middle income",66.91,-8.38,66.91,-8.38
"Costa Rica","CRI",2023,5.11192183229137,14318.8389652286,72.4719990802549,16.1793973266249,14.8734934598622,9.19254167549845,-0.0879225971163464,0.46646444898736,"Latin America & Caribbean","Upper middle income",61.12,-3.25,61.12,-3.25
"Croatia","HRV",2017,3.28095812140658,13485.8816667037,97.2213314044204,19.4711341665721,21.7982075145139,NA,1.23163897621677,-1.60675520461679,"Europe & Central Asia","High income",76.2,0.6,76.2,0.6
"Croatia","HRV",2020,-8.31164257884687,13544.9715102628,89.5334538008947,22.3525503132592,24.8798286623841,NA,0.803359807884533,-0.894863743984583,"Europe & Central Asia","High income",86.5,-7.2,86.5,-7.2
"Croatia","HRV",2023,3.30254488086325,17147.1660226623,107.700919430599,22.4576425827398,21.2862761328474,NA,11.7403306343319,0.104856226330186,"Europe & Central Asia","High income",60.9,-0.8,60.9,-0.8
"Cyprus","CYP",2017,5.75083236554525,26105.5859375,148.013355558135,20.7947375308198,15.0336429268327,NA,1.02039376290533,1.377808546931,"Europe & Central Asia","High income",96.5,2.1,96.5,2.1
"Cyprus","CYP",2020,-3.22063018637567,27391.591796875,160.66871645997,20.8183845649063,19.1966992582967,NA,-1.20792435222243,1.20329712567783,"Europe & Central Asia","High income",113.6,-5.6,113.6,-5.6
"Cyprus","CYP",2023,2.76390975419605,32340.841796875,193.268619207237,21.4492321615046,18.6349778233809,NA,3.81221826103813,1.0167681770201,"Europe & Central Asia","High income",71.1,1.7,71.1,1.7
"Czechia","CZE",2017,5.17356529967881,19257.6930680911,147.750834854762,23.7274064051355,18.5098151426127,1.8745626190619,1.6836205033357,0.265642663548985,"Europe & Central Asia","High income",33.8,1.5,33.8,1.5
"Czechia","CZE",2020,-5.30487955463876,19233.1469549829,128.780430305965,25.5353602874792,21.3198902324822,-1.1212853410586,4.51623223406736,0.243222682211879,"Europe & Central Asia","High income",36.9,-5.6,36.9,-5.6
"Czechia","CZE",2023,-0.0552618201120225,20251.7485519779,132.956943913575,27.299709340177,19.6584563317218,-3.1844035916356,8.12594136636018,1.78238907045946,"Europe & Central Asia","High income",42.2,-3.7,42.2,-3.7
"Denmark","DNK",2017,3.05647723922718,55601.0145717787,104.215676920442,21.2303828701723,24.4496622577768,NA,1.10061874801856,0.643350903737356,"Europe & Central Asia","High income",40.2,1.7,40.2,1.7
"Denmark","DNK",2020,-1.78010601831291,55934.5555945523,104.433432671151,22.1844244807288,24.6799875258246,NA,2.82692168535247,0.291641177476633,"Europe & Central Asia","High income",45.2,0.4,45.2,0.4
"Denmark","DNK",2023,2.49518434516773,61295.9818625045,127.768567480091,22.5710527819709,22.4815247693833,NA,-3.78891799880031,0.741185515720057,"Europe & Central Asia","High income",33,3.4,33,3.4
"Djibouti","DJI",2017,5.458091517212,2596.45134698268,305.967966403468,26.1120682606879,21.7735536161827,NA,0.562231530282162,1.64286125399062,"Middle East & North Africa","Lower middle income",47.99,-0.21,47.99,-0.21
"Djibouti","DJI",2020,1.2021151728969,2773.40661780097,225.744871323723,30.0681931461676,19.8438122308273,NA,0.580719548070135,1.50228656339009,"Middle East & North Africa","Lower middle income",42.06,-2.58,42.06,-2.58
"Djibouti","DJI",2023,7.37207148701995,3134.30076618172,284.53692869882,24.5282294129309,17.0136706951834,NA,2.39662979617457,1.38410272350128,"Middle East & North Africa","Lower middle income",35.44,-3.46,35.44,-3.46
"Dominica","DMA",2017,-7.5443637547282,7985.6341102129,NA,NA,NA,8.67554088047496,-0.552599854216922,-1.60754211187345,"Latin America & Caribbean","Upper middle income",84.01,-3.27,84.01,-3.27
"Dominica","DMA",2020,-15.7064024545862,7302.94454951254,NA,NA,NA,9.75369748314012,-2.60093187346024,-0.453294538586472,"Latin America & Caribbean","Upper middle income",112.46,-7.53,112.46,-7.53
"Dominica","DMA",2023,3.65221012208734,8946.98822588042,NA,NA,NA,3.76764114160115,2.08922149000234,-0.473991407609536,"Latin America & Caribbean","Upper middle income",99.92,-4.52,99.92,-4.52
"Dominican Republic","DOM",2017,3.93386176401576,7379.39978067137,50.7595355508472,20.9638452990699,10.667738860033,9.62636730477926,3.90748393888811,1.08787494846018,"Latin America & Caribbean","Upper middle income",49.48,-3.12,49.48,-3.12
